DEPT,BIWEEKLY_PAY_PERIOD_END_DATE,HIGH_CONSUMER,Total_Empl
Kentuckiana Works Foundation,1/31/2015,5,21
Kentuckiana Works Foundation,7/4/2015,1,18
Kentuckiana Works Foundation,10/10/2015,2,20
Kentuckiana Works Foundation,4/23/2016,1,22
Library,10/1/2011,40,298
Library,12/19/2015,42,288
Library,7/16/2016,54,296
Library,7/30/2016,54,297
Louisville Metro Council      ,5/26/2012,10,87
Louisville Metro Council      ,2/2/2013,10,88
Louisville Metro Council      ,8/3/2013,13,89
Louisville Metro Council      ,6/7/2014,14,85
Louisville Metro Council      ,12/3/2016,13,78
Louisville Metro Council      ,12/31/2016,13,80
Louisville Metro EMS,8/18/2012,30,236
Louisville Metro EMS,12/22/2012,31,238
Louisville Metro EMS,2/28/2015,16,248
Louisville Metro EMS,4/11/2015,20,247
Louisville Metro EMS,1/2/2016,22,236
Mayor's Office                ,8/18/2012,1,23
Mayor's Office                ,7/20/2013,2,20
Mayor's Office                ,10/10/2015,1,21
Metro Animal Services         ,11/24/2012,17,48
Metro Animal Services         ,3/30/2013,15,48
Metro Animal Services         ,1/4/2014,16,49
Metro Animal Services         ,4/8/2017,21,59
Metro Animal Services         ,7/1/2017,24,63
Metro Criminal Justice Comm   ,3/3/2012,1,5
Metro Criminal Justice Comm   ,5/26/2012,3,4
Metro Criminal Justice Comm   ,12/31/2016,1,4
Metro Parks & Recreation,3/31/2012,84,341
Metro Parks & Recreation,4/28/2012,84,362
Metro Parks & Recreation,4/27/2013,85,347
Metro Parks & Recreation,10/11/2014,78,371
Metro Parks & Recreation,5/7/2016,77,359
Metro Parks & Recreation,11/5/2016,72,379
Metro Police,5/11/2013,121,1526
Metro Police,8/31/2013,111,1506
Belle of Louisville           ,5/10/2014,3,59
Belle of Louisville           ,12/20/2014,4,28
Belle of Louisville           ,11/7/2015,5,58
Belle of Louisville           ,2/25/2017,2,24
Codes & Regulations,5/12/2012,48,129
Codes & Regulations,9/29/2012,35,127
Codes & Regulations,4/25/2015,23,124
Codes & Regulations,7/16/2016,28,139
Codes & Regulations,7/30/2016,25,139
Codes & Regulations,9/24/2016,33,143
Commonwealth Attorney         ,2/4/2012,0,20
Commonwealth Attorney         ,5/12/2012,0,20
Commonwealth Attorney         ,6/21/2014,0,20
Community Services,2/4/2012,103,230
Community Services,5/25/2013,93,226
Community Services,12/7/2013,90,234
Community Services,2/14/2015,46,147
Coroner                       ,10/15/2011,1,20
Coroner                       ,6/9/2012,0,20
Coroner                       ,9/1/2012,0,18
Coroner                       ,7/6/2013,0,19
Coroner                       ,8/16/2014,0,19
Corrections                   ,7/21/2012,142,536
Corrections                   ,2/28/2015,122,521
Corrections                   ,10/10/2015,92,539
Corrections                   ,6/18/2016,127,531
Corrections                   ,8/13/2016,126,517
Corrections                   ,8/12/2017,193,545
County Attorney               ,8/4/2012,0,91
County Attorney               ,4/26/2014,0,91
County Attorney               ,8/2/2014,0,95
County Attorney               ,6/6/2015,0,95
County Attorney               ,12/3/2016,0,101
Dept of Information Technology,5/25/2013,15,57
Dept of Information Technology,1/4/2014,14,58
Dept of Information Technology,3/12/2016,8,57
Dept of Information Technology,5/20/2017,10,60
Develop Louisville,10/15/2011,32,87
Develop Louisville,10/29/2011,34,88
Develop Louisville,3/28/2015,20,117
Econ Growth & Innovation ,10/1/2011,7,26
Econ Growth & Innovation ,10/12/2013,0,27
Econ Growth & Innovation ,2/15/2014,1,27
Econ Growth & Innovation ,8/30/2014,0,26
Econ Growth & Innovation ,4/11/2015,1,27
Econ Growth & Innovation ,11/21/2015,1,24
Econ Growth & Innovation ,1/28/2017,0,21
Econ Growth & Innovation-APCD,12/10/2011,21,66
Econ Growth & Innovation-APCD,3/31/2012,23,62
Econ Growth & Innovation-APCD,3/1/2014,18,59
Econ Growth & Innovation-APCD,11/22/2014,16,57
Econ Growth & Innovation-APCD,5/9/2015,14,55
Econ Growth & Innovation-APCD,5/7/2016,15,55
Econ Growth & Innovation-APCD,3/25/2017,10,49
Emergency Mgt Agency/MetroSafe,12/24/2011,36,186
Emergency Mgt Agency/MetroSafe,12/8/2012,35,191
Emergency Mgt Agency/MetroSafe,5/24/2014,29,196
Emergency Mgt Agency/MetroSafe,10/24/2015,43,188
Emergency Mgt Agency/MetroSafe,12/5/2015,40,184
Emergency Mgt Agency/MetroSafe,1/30/2016,34,182
Emergency Mgt Agency/MetroSafe,5/21/2016,34,191
Emergency Mgt Agency/MetroSafe,3/11/2017,37,182
Fire & Rescue                 ,7/7/2012,58,481
Fire & Rescue                 ,12/21/2013,77,495
Fire & Rescue                 ,6/21/2014,68,490
Fire & Rescue                 ,12/20/2014,71,480
Fleet & Facilities,9/29/2012,76,199
Fleet & Facilities,12/21/2013,62,201
Fleet & Facilities,4/12/2014,66,207
Fleet & Facilities,6/21/2014,57,207
Fleet & Facilities,4/25/2015,56,200
Fleet & Facilities,8/27/2016,60,202
Human Relations Commission    ,3/17/2012,3,19
Human Relations Commission    ,4/26/2014,1,17
Human Relations Commission    ,8/2/2014,2,23
Human Relations Commission    ,1/3/2015,3,21
Human Relations Commission    ,12/3/2016,3,19
Human Resources,4/14/2012,5,36
Human Resources,12/19/2015,3,42
Human Resources,9/9/2017,4,47
Internal Auditor              ,1/19/2013,1,7
Internal Auditor              ,3/16/2013,0,7
Internal Auditor              ,8/31/2013,1,6
Internal Auditor              ,5/6/2017,1,7
Kentuckiana Works Foundation,3/3/2012,5,16
Kentuckiana Works Foundation,11/23/2013,6,15
Kentuckiana Works Foundation,3/26/2016,1,23
Kentuckiana Works Foundation,7/15/2017,6,25
Library,4/13/2013,57,297
Library,5/10/2014,37,283
Library,11/22/2014,33,285
Library,11/7/2015,41,285
Louisville Metro Council      ,4/14/2012,11,89
Louisville Metro Council      ,12/19/2015,11,76
Louisville Metro Council      ,9/9/2017,6,75
Louisville Metro EMS,2/4/2012,25,237
Louisville Metro EMS,5/25/2013,30,234
Louisville Metro EMS,10/26/2013,14,238
Louisville Metro EMS,1/4/2014,17,241
Mayor's Office                ,11/26/2011,1,24
Mayor's Office                ,5/26/2012,1,23
Mayor's Office                ,10/27/2012,1,22
Mayor's Office                ,8/31/2013,2,20
Mayor's Office                ,12/17/2016,2,19
Metro Animal Services         ,6/9/2012,18,50
Metro Animal Services         ,9/1/2012,17,49
Metro Animal Services         ,8/1/2015,20,57
Metro Animal Services         ,4/9/2016,22,58
Metro Criminal Justice Comm   ,10/12/2013,0,4
Metro Criminal Justice Comm   ,2/15/2014,0,4
Metro Criminal Justice Comm   ,8/30/2014,0,4
Metro Criminal Justice Comm   ,10/25/2014,0,4
Metro Criminal Justice Comm   ,12/6/2014,0,4
Metro Criminal Justice Comm   ,4/11/2015,0,4
Metro Criminal Justice Comm   ,11/21/2015,0,5
Metro Criminal Justice Comm   ,1/16/2016,0,5
Metro Criminal Justice Comm   ,7/30/2016,0,4
Metro Criminal Justice Comm   ,11/19/2016,1,4
Metro Criminal Justice Comm   ,1/28/2017,1,4
Metro Parks & Recreation,1/7/2012,83,335
Other Officials               ,7/4/2015,0,3
Other Officials               ,3/12/2016,0,3
Parking Authority of River Cty,2/16/2013,5,25
Parking Authority of River Cty,6/8/2013,4,25
Parking Authority of River Cty,4/26/2014,5,25
Parking Authority of River Cty,8/2/2014,3,26
Parking Authority of River Cty,8/30/2014,3,26
Parking Authority of River Cty,6/6/2015,2,27
Parking Authority of River Cty,6/4/2016,6,30
Public Health & Wellness,10/29/2011,111,259
Public Health & Wellness,9/27/2014,70,213
Public Health & Wellness,12/17/2016,58,212
PW&A ,8/18/2012,157,436
PW&A ,10/13/2012,160,436
PW&A ,12/22/2012,151,440
PW&A ,12/7/2013,116,431
PW&A ,9/13/2014,128,440
PW&A ,4/11/2015,122,446
PW&A ,9/12/2015,121,452
PW&A ,1/16/2016,133,447
Waterfront Development Corp,7/19/2014,4,23
Waterfront Development Corp,9/27/2014,5,21
Waterfront Development Corp,6/18/2016,7,26
Waterfront Development Corp,8/13/2016,7,24
Waterfront Development Corp,12/31/2016,7,17
Youth Detention Services      ,6/21/2014,18,119
Youth Detention Services      ,12/6/2014,13,114
Youth Detention Services      ,9/12/2015,17,122
Youth Detention Services      ,1/16/2016,25,110
Youth Detention Services      ,7/30/2016,29,120
Zoo,11/26/2011,22,133
Zoo,10/27/2012,20,252
Zoo,7/6/2013,21,273
Zoo,1/31/2015,18,137
Metro Parks & Recreation,2/1/2014,84,346
Metro Parks & Recreation,3/28/2015,75,327
Metro Parks & Recreation,11/21/2015,83,339
Metro Parks & Recreation,6/4/2016,77,445
Metro Parks & Recreation,12/17/2016,70,357
Metro Police,9/28/2013,118,1498
Office of Performance Improvmt,2/16/2013,0,5
Office of Performance Improvmt,6/8/2013,0,7
Office of Performance Improvmt,7/20/2013,1,7
Office of Performance Improvmt,10/25/2014,2,10
Office of Performance Improvmt,8/29/2015,2,13
Office of Performance Improvmt,10/24/2015,0,13
OMB ,7/6/2013,55,180
OMB ,1/17/2015,43,180
OMB ,8/29/2015,43,194
OMB ,12/3/2016,43,200
Other Officials               ,2/18/2012,0,3
Other Officials               ,11/10/2012,0,3
Other Officials               ,10/10/2015,0,3
Parking Authority of River Cty,4/28/2012,3,21
Parking Authority of River Cty,8/4/2012,4,22
Parking Authority of River Cty,9/14/2013,3,25
Parking Authority of River Cty,1/18/2014,2,26
Parking Authority of River Cty,2/15/2014,2,26
Parking Authority of River Cty,10/11/2014,4,27
Parking Authority of River Cty,11/5/2016,6,30
Parking Authority of River Cty,3/11/2017,4,29
Parking Authority of River Cty,8/26/2017,5,29
Public Health & Wellness,11/26/2011,106,259
Public Health & Wellness,6/9/2012,105,260
Public Health & Wellness,9/1/2012,92,257
Public Health & Wellness,10/12/2013,59,243
Public Health & Wellness,12/21/2013,51,241
Public Health & Wellness,1/28/2017,62,214
PW&A ,3/16/2013,141,436
PW&A ,1/3/2015,118,445
PW&A ,2/14/2015,112,441
PW&A ,2/13/2016,141,450
PW&A ,11/19/2016,140,456
PW&A ,12/17/2016,131,456
Waterfront Development Corp,12/21/2013,4,16
Youth Detention Services      ,10/15/2011,18,111
Youth Detention Services      ,10/29/2011,18,115
Youth Detention Services      ,7/7/2012,21,122
Youth Detention Services      ,9/15/2012,17,122
Youth Detention Services      ,2/27/2016,31,114
Zoo,9/29/2012,21,234
Zoo,12/5/2015,26,185
Metro Parks & Recreation,7/7/2012,72,502
Metro Parks & Recreation,9/12/2015,97,369
Metro Parks & Recreation,4/23/2016,82,351
Metro Police,6/9/2012,119,1515
Metro Police,9/1/2012,110,1517
Metro Police,1/18/2014,106,1512
Metro Police,12/5/2015,131,1552
Office of Performance Improvmt,7/21/2012,0,4
Office of Performance Improvmt,10/27/2012,0,5
Office of Performance Improvmt,12/19/2015,0,12
OMB ,11/26/2011,49,176
OMB ,8/31/2013,47,175
OMB ,12/17/2016,45,199
Other Officials               ,1/7/2012,0,3
Other Officials               ,10/13/2012,0,3
Other Officials               ,1/5/2013,0,3
Other Officials               ,3/14/2015,0,3
Other Officials               ,7/18/2015,0,3
Other Officials               ,10/22/2016,0,3
Other Officials               ,3/11/2017,0,3
Parking Authority of River Cty,1/17/2015,6,27
Parking Authority of River Cty,12/31/2016,5,29
Public Health & Wellness,6/8/2013,65,257
Public Health & Wellness,8/30/2014,63,218
Public Health & Wellness,1/31/2015,58,203
Public Health & Wellness,2/14/2015,60,203
Public Health & Wellness,2/27/2016,41,206
Public Health & Wellness,6/18/2016,51,215
Public Health & Wellness,4/22/2017,54,220
PW&A ,5/25/2013,135,431
PW&A ,2/27/2016,140,452
PW&A ,3/12/2016,144,453
PW&A ,5/20/2017,140,462
Waterfront Development Corp,6/9/2012,4,23
Waterfront Development Corp,7/6/2013,4,24
Waterfront Development Corp,1/31/2015,8,17
Youth Detention Services      ,9/13/2014,18,113
Youth Detention Services      ,1/14/2017,32,117
Zoo,6/8/2013,21,274
Zoo,2/28/2015,16,136
Zoo,10/10/2015,20,288
Zoo,6/18/2016,18,275
Zoo,8/13/2016,19,259
Zoo,8/12/2017,21,254
Metro Police,3/1/2014,107,1511
Metro Police,5/20/2017,188,1590
Office of Performance Improvmt,5/26/2012,0,4
Office of Performance Improvmt,8/3/2013,1,7
Office of Performance Improvmt,3/29/2014,1,8
Office of Performance Improvmt,5/24/2014,1,9
OMB ,2/18/2012,56,175
OMB ,6/22/2013,51,179
OMB ,5/24/2014,41,181
OMB ,11/19/2016,40,201
OMB ,2/25/2017,45,199
Other Officials               ,10/27/2012,0,3
Other Officials               ,11/19/2016,0,3
Other Officials               ,8/26/2017,0,3
Parking Authority of River Cty,10/29/2011,3,20
Parking Authority of River Cty,11/10/2012,4,22
Parking Authority of River Cty,7/6/2013,4,25
Parking Authority of River Cty,8/15/2015,2,27
Parking Authority of River Cty,11/21/2015,4,26
Parking Authority of River Cty,10/8/2016,6,31
Parking Authority of River Cty,2/11/2017,3,29
Parking Authority of River Cty,9/9/2017,5,29
Public Health & Wellness,3/2/2013,77,250
Public Health & Wellness,5/11/2013,65,251
Public Health & Wellness,8/31/2013,54,247
Public Health & Wellness,11/23/2013,55,243
Public Health & Wellness,3/1/2014,58,230
Public Health & Wellness,6/7/2014,69,228
Public Health & Wellness,4/25/2015,58,208
Public Health & Wellness,7/1/2017,51,225
PW&A ,10/12/2013,127,430
PW&A ,12/6/2014,120,444
PW&A ,7/2/2016,133,455
PW&A ,12/3/2016,138,460
Waterfront Development Corp,3/2/2013,3,17
Waterfront Development Corp,5/11/2013,3,20
Waterfront Development Corp,8/31/2013,4,22
Waterfront Development Corp,11/23/2013,5,16
Waterfront Development Corp,3/1/2014,6,17
Waterfront Development Corp,11/21/2015,6,18
Waterfront Development Corp,5/6/2017,8,19
Waterfront Development Corp,7/1/2017,8,26
Youth Detention Services      ,1/7/2012,17,118
Youth Detention Services      ,8/18/2012,15,122
Youth Detention Services      ,10/12/2013,15,124
Youth Detention Services      ,4/11/2015,19,111
Youth Detention Services      ,1/2/2016,26,115
Zoo,9/15/2012,24,232
Zoo,7/5/2014,16,266
Zoo,9/27/2014,14,253
Zoo,3/14/2015,17,225
Zoo,4/25/2015,20,243
Zoo,5/21/2016,17,263
Mayor's Office                ,12/19/2015,0,21
Mayor's Office                ,7/16/2016,1,20
Mayor's Office                ,7/30/2016,1,19
Mayor's Office                ,4/8/2017,1,19
Metro Animal Services         ,6/23/2012,19,48
Metro Animal Services         ,7/21/2012,20,49
Metro Animal Services         ,8/18/2012,18,49
Metro Animal Services         ,3/25/2017,19,59
Metro Animal Services         ,4/22/2017,19,59
Metro Criminal Justice Comm   ,8/16/2014,0,4
Metro Criminal Justice Comm   ,11/8/2014,0,4
Metro Parks & Recreation,11/12/2011,90,375
Metro Parks & Recreation,5/12/2012,81,365
Metro Parks & Recreation,10/13/2012,75,382
Metro Parks & Recreation,5/25/2013,80,404
Metro Parks & Recreation,12/21/2013,89,339
Metro Parks & Recreation,3/15/2014,93,332
Metro Parks & Recreation,1/3/2015,74,326
Metro Parks & Recreation,8/1/2015,87,489
Metro Parks & Recreation,2/13/2016,82,325
Metro Police,4/11/2015,131,1567
Office of Performance Improvmt,2/2/2013,0,5
Office of Performance Improvmt,2/28/2015,2,11
Office of Performance Improvmt,3/12/2016,0,11
Office of Performance Improvmt,8/27/2016,0,12
Office of Performance Improvmt,2/25/2017,1,13
OMB ,5/26/2012,43,170
OMB ,10/27/2012,41,171
OMB ,2/2/2013,47,175
OMB ,8/3/2013,50,178
OMB ,3/29/2014,40,182
OMB ,2/28/2015,46,184
OMB ,8/27/2016,43,198
OMB ,7/15/2017,45,201
OMB ,8/26/2017,51,198
Other Officials               ,3/29/2014,0,3
Other Officials               ,6/21/2014,0,3
Other Officials               ,7/5/2014,0,3
Other Officials               ,7/2/2016,0,3
Other Officials               ,8/13/2016,0,3
Other Officials               ,9/10/2016,0,3
Parking Authority of River Cty,3/2/2013,5,25
Parking Authority of River Cty,11/23/2013,3,26
Parking Authority of River Cty,12/20/2014,5,27
Parking Authority of River Cty,5/6/2017,3,28
Public Health & Wellness,9/15/2012,91,253
Public Health & Wellness,9/14/2013,52,243
Public Health & Wellness,11/7/2015,48,200
PW&A ,1/7/2012,170,446
PW&A ,1/21/2012,174,446
PW&A ,7/7/2012,157,432
PW&A ,11/24/2012,153,436
PW&A ,1/4/2014,123,432
PW&A ,3/28/2015,117,442
PW&A ,5/23/2015,114,444
PW&A ,1/2/2016,140,448
Waterfront Development Corp,10/15/2011,4,20
Waterfront Development Corp,10/29/2011,4,18
Waterfront Development Corp,9/15/2012,5,22
Waterfront Development Corp,8/30/2014,5,22
Waterfront Development Corp,4/25/2015,8,20
Waterfront Development Corp,6/6/2015,7,21
Waterfront Development Corp,9/9/2017,7,22
Youth Detention Services      ,10/1/2011,17,111
Zoo,5/11/2013,22,261
Zoo,8/31/2013,22,258
Zoo,3/1/2014,20,140
Zoo,6/20/2015,22,274
Zoo,7/4/2015,21,272
Zoo,9/12/2015,24,254
Belle of Louisville           ,2/2/2013,3,27
Belle of Louisville           ,8/3/2013,4,63
Belle of Louisville           ,7/4/2015,3,68
Codes & Regulations,4/28/2012,48,132
Codes & Regulations,8/4/2012,39,126
Codes & Regulations,2/2/2013,29,125
Codes & Regulations,8/3/2013,16,120
Codes & Regulations,11/5/2016,34,142
Codes & Regulations,12/3/2016,32,141
Commonwealth Attorney         ,7/21/2012,0,20
Commonwealth Attorney         ,1/19/2013,0,19
Commonwealth Attorney         ,4/27/2013,0,19
Commonwealth Attorney         ,6/7/2014,0,20
Commonwealth Attorney         ,7/2/2016,0,25
Community Services,11/12/2011,107,224
Community Services,12/10/2011,107,226
Community Services,11/22/2014,48,150
Community Services,5/23/2015,45,139
Community Services,3/12/2016,44,136
Community Services,3/11/2017,53,143
Community Services,8/26/2017,51,125
Coroner                       ,11/26/2011,1,20
Coroner                       ,6/23/2012,0,19
Coroner                       ,4/22/2017,0,14
Corrections                   ,12/24/2011,164,534
Corrections                   ,10/27/2012,139,518
Corrections                   ,6/22/2013,116,542
Corrections                   ,7/6/2013,122,541
Corrections                   ,1/31/2015,121,524
Corrections                   ,1/30/2016,95,527
Corrections                   ,7/29/2017,195,547
County Attorney               ,4/12/2014,0,91
County Attorney               ,6/21/2014,0,93
County Attorney               ,4/8/2017,0,104
County Attorney               ,6/3/2017,0,102
Dept of Information Technology,10/13/2012,15,59
Dept of Information Technology,4/13/2013,14,58
Dept of Information Technology,11/9/2013,14,59
Dept of Information Technology,12/7/2013,14,59
Dept of Information Technology,5/10/2014,13,52
Dept of Information Technology,8/15/2015,9,53
Develop Louisville,6/23/2012,27,89
Develop Louisville,1/5/2013,25,86
Develop Louisville,3/14/2015,17,112
