SFY,All Funding Sources,AGE,Test Type,# of Tests
2011-2012,IFS,9,Lead Test,
2011-2012,IFS,9,Lead Referral,19
2011-2012,IFS,9,""VDRL, RPR, ART"",
2011-2012,IFS,9,Gonorrhea,
2011-2012,IFS,9,Pap Smear,
2011-2012,IFS,9,Chlamydia,
2011-2012,IFS,9,Pelvic Exam,
2011-2012,IFS,9,Ova/ Parasites,
2011-2012,IFS,9,Total Cholesterol,537
2011-2012,IFS,10,Sickle Cell,
2011-2012,IFS,10,Blood Lead,23
2011-2012,IFS,10,Lead Test,22
2011-2012,IFS,10,Lead Referral,23
2011-2012,IFS,10,""VDRL, RPR, ART"",22
2011-2012,IFS,10,Gonorrhea,
2011-2012,IFS,10,Pap Smear,
2011-2012,IFS,10,Chlamydia,30
2011-2012,IFS,10,Pelvic Exam,
2011-2012,IFS,10,Ova/ Parasites,
2011-2012,IFS,10,Total Cholesterol,593
2011-2012,IFS,11,Sickle Cell,
2011-2012,IFS,11,Blood Lead,30
2011-2012,IFS,11,Lead Test,42
2011-2012,IFS,11,Lead Referral,30
2011-2012,IFS,11,""VDRL, RPR, ART"",42
2011-2012,IFS,11,Gonorrhea,50
2011-2012,IFS,11,Pap Smear,32
2011-2012,IFS,11,Chlamydia,204
2011-2012,IFS,11,Pelvic Exam,31
2011-2012,IFS,11,Ova/ Parasites,
2011-2012,IFS,11,Total Cholesterol,705
2011-2012,IFS,12,Sickle Cell,
2011-2012,IFS,12,Blood Lead,12
2011-2012,IFS,12,Lead Test,39
2011-2012,IFS,12,Lead Referral,12
2011-2012,IFS,12,""VDRL, RPR, ART"",39
2011-2012,IFS,12,Gonorrhea,266
2011-2012,IFS,12,Pap Smear,23
2011-2012,IFS,12,Chlamydia,451
2011-2012,IFS,12,Pelvic Exam,25
2011-2012,IFS,12,Ova/ Parasites,
2011-2012,IFS,12,Total Cholesterol,627
2011-2012,IFS,13,Sickle Cell,
2011-2012,IFS,13,Blood Lead,14
2011-2012,IFS,13,Lead Test,65
2011-2012,IFS,13,Lead Referral,14
2011-2012,IFS,13,""VDRL, RPR, ART"",65
2011-2012,IFS,13,Gonorrhea,370
2011-2012,IFS,13,Pap Smear,
2011-2012,IFS,13,Chlamydia,564
2011-2012,IFS,13,Pelvic Exam,29
2011-2012,IFS,13,Ova/ Parasites,
2011-2012,IFS,13,Total Cholesterol,604
2011-2012,IFS,14,Sickle Cell,
2011-2012,IFS,14,Blood Lead,17
2011-2012,IFS,14,Lead Test,79
2011-2012,IFS,14,Lead Referral,17
2011-2012,IFS,14,""VDRL, RPR, ART"",79
2011-2012,IFS,14,Gonorrhea,474
2011-2012,IFS,14,Pap Smear,42
2011-2012,IFS,14,Chlamydia,676
2011-2012,IFS,14,Pelvic Exam,42
2011-2012,IFS,14,Ova/ Parasites,
2011-2012,IFS,14,Total Cholesterol,615
2011-2012,IFS,15,Sickle Cell,
2011-2012,IFS,15,Blood Lead,
2011-2012,IFS,15,Lead Test,145
2011-2012,IFS,15,Lead Referral,
2011-2012,IFS,15,""VDRL, RPR, ART"",145
2011-2012,IFS,15,Gonorrhea,741
2011-2012,IFS,15,Pap Smear,44
2011-2012,IFS,15,Chlamydia,1067
2011-2012,IFS,15,Pelvic Exam,43
2011-2012,IFS,15,Ova/ Parasites,
2011-2012,IFS,15,Total Cholesterol,645
2011-2012,IFS,16,Sickle Cell,
2011-2012,IFS,16,Blood Lead,12
2011-2012,IFS,16,Lead Test,171
2011-2012,IFS,16,Lead Referral,12
2011-2012,IFS,16,""VDRL, RPR, ART"",171
2011-2012,IFS,16,Gonorrhea,936
2011-2012,IFS,16,Pap Smear,45
2011-2012,IFS,16,Chlamydia,1346
2011-2012,IFS,16,Pelvic Exam,47
2011-2012,IFS,16,Ova/ Parasites,
2011-2012,IFS,16,Total Cholesterol,658
2011-2012,IFS,17,Sickle Cell,
2011-2012,IFS,17,Blood Lead,
2011-2012,IFS,17,Lead Test,221
2011-2012,IFS,17,Lead Referral,
2011-2012,IFS,17,""VDRL, RPR, ART"",221
2011-2012,IFS,17,Gonorrhea,971
2011-2012,IFS,17,Pap Smear,66
2011-2012,IFS,17,Chlamydia,1314
2011-2012,IFS,17,Pelvic Exam,56
2011-2012,IFS,17,Ova/ Parasites,
2011-2012,IFS,17,Total Cholesterol,589
2011-2012,IFS,18,Sickle Cell,0
2011-2012,IFS,18,Blood Lead,
2011-2012,IFS,18,Lead Test,169
2011-2012,IFS,18,Lead Referral,
2011-2012,IFS,18,""VDRL, RPR, ART"",169
2011-2012,IFS,18,Gonorrhea,552
2011-2012,IFS,18,Pap Smear,68
2011-2012,IFS,18,Chlamydia,714
2011-2012,IFS,18,Pelvic Exam,45
2011-2012,IFS,18,Ova/ Parasites,
2011-2012,IFS,18,Total Cholesterol,373
2011-2012,IFS,19,Sickle Cell,
2011-2012,IFS,19,Blood Lead,0
2011-2012,IFS,19,Lead Test,
2011-2012,IFS,19,Lead Referral,0
2011-2012,IFS,19,""VDRL, RPR, ART"",
2011-2012,IFS,19,Gonorrhea,322
2011-2012,IFS,19,Pap Smear,
2011-2012,IFS,19,Chlamydia,427
2011-2012,IFS,19,Pelvic Exam,
2011-2012,IFS,19,Ova/ Parasites,
2011-2012,IFS,19,Total Cholesterol,
2011-2012,IFS,20,Sickle Cell,
2011-2012,IFS,20,Blood Lead,
2011-2012,IFS,20,Lead Test,
2011-2012,IFS,20,Lead Referral,
2011-2012,IFS,20,""VDRL, RPR, ART"",
2011-2012,IFS,20,Gonorrhea,
2011-2012,IFS,20,Pap Smear,41
2011-2012,IFS,20,Chlamydia,254
2011-2012,IFS,20,Pelvic Exam,
2011-2012,IFS,20,Ova/ Parasites,
2011-2012,IFS,20,Total Cholesterol,
2011-2012,IFS,UNKNOWN,Sickle Cell,0
2011-2012,IFS,UNKNOWN,Blood Lead,
2011-2012,IFS,UNKNOWN,Lead Test,
2011-2012,IFS,UNKNOWN,Lead Referral,
2011-2012,IFS,UNKNOWN,""VDRL, RPR, ART"",
2011-2012,IFS,UNKNOWN,Gonorrhea,
2011-2012,IFS,UNKNOWN,Pap Smear,
2011-2012,IFS,UNKNOWN,Chlamydia,
2011-2012,IFS,UNKNOWN,Pelvic Exam,
2011-2012,IFS,UNKNOWN,Ova/ Parasites,0
2011-2012,IFS,UNKNOWN,Total Cholesterol,
2011-2012,SFS,0,Sickle Cell,0
2011-2012,SFS,0,Blood Lead,0
2011-2012,SFS,0,Lead Test,0
2011-2012,SFS,0,Lead Referral,0
2011-2012,SFS,0,""VDRL, RPR, ART"",0
2011-2012,SFS,0,Gonorrhea,0
2011-2012,SFS,0,Pap Smear,0
2011-2012,SFS,0,Chlamydia,0
2011-2012,SFS,0,Pelvic Exam,0
2011-2012,SFS,0,Ova/ Parasites,0
2011-2012,SFS,0,Total Cholesterol,
2011-2012,SFS,1,Sickle Cell,0
2011-2012,SFS,1,Blood Lead,
2011-2012,SFS,1,Lead Test,0
2011-2012,SFS,1,Lead Referral,
2011-2012,SFS,1,""VDRL, RPR, ART"",0
2011-2012,SFS,1,Gonorrhea,0
2011-2012,SFS,1,Pap Smear,0
2011-2012,SFS,1,Chlamydia,0
2011-2012,SFS,1,Pelvic Exam,
2011-2012,SFS,1,Ova/ Parasites,0
2011-2012,SFS,1,Total Cholesterol,
2011-2012,SFS,2,Sickle Cell,
2011-2012,SFS,2,Blood Lead,
2011-2012,SFS,2,Lead Test,0
2011-2012,SFS,2,Lead Referral,
2011-2012,SFS,2,""VDRL, RPR, ART"",0
2011-2012,SFS,2,Gonorrhea,0
2011-2012,SFS,2,Pap Smear,0
2011-2012,SFS,2,Chlamydia,0
2011-2012,SFS,2,Pelvic Exam,0
2011-2012,SFS,2,Ova/ Parasites,0
2011-2012,SFS,2,Total Cholesterol,
2011-2012,SFS,3,Sickle Cell,0
2011-2012,SFS,3,Blood Lead,
2011-2012,SFS,3,Lead Test,0
2011-2012,SFS,3,Lead Referral,
2011-2012,SFS,3,""VDRL, RPR, ART"",0
2011-2012,SFS,3,Gonorrhea,0
2011-2012,SFS,3,Pap Smear,0
2011-2012,SFS,3,Chlamydia,0
2011-2012,SFS,3,Pelvic Exam,0
2011-2012,SFS,3,Ova/ Parasites,0
2011-2012,SFS,3,Total Cholesterol,
2011-2012,SFS,4,Sickle Cell,
2011-2012,SFS,4,Blood Lead,
2011-2012,SFS,4,Lead Test,0
2011-2012,SFS,4,Lead Referral,
2011-2012,SFS,4,""VDRL, RPR, ART"",0
2011-2012,SFS,4,Gonorrhea,0
2011-2012,SFS,4,Pap Smear,0
2011-2012,SFS,4,Chlamydia,0
2011-2012,SFS,4,Pelvic Exam,0
2011-2012,SFS,4,Ova/ Parasites,
2011-2012,SFS,4,Total Cholesterol,
2011-2012,SFS,5,Sickle Cell,
2011-2012,SFS,5,Blood Lead,
2011-2012,SFS,5,Lead Test,0
2011-2012,SFS,5,Lead Referral,
2011-2012,SFS,5,""VDRL, RPR, ART"",0
2011-2012,SFS,5,Gonorrhea,0
2011-2012,SFS,5,Pap Smear,0
2011-2012,SFS,5,Chlamydia,0
2011-2012,SFS,5,Pelvic Exam,0
2011-2012,SFS,5,Ova/ Parasites,0
2011-2012,SFS,5,Total Cholesterol,
2011-2012,SFS,6,Sickle Cell,
2011-2012,SFS,6,Blood Lead,0
2011-2012,SFS,6,Lead Test,0
2011-2012,SFS,6,Lead Referral,0
2011-2012,SFS,6,""VDRL, RPR, ART"",0
2011-2012,SFS,6,Gonorrhea,0
2011-2012,SFS,6,Pap Smear,0
2011-2012,SFS,6,Chlamydia,0
2011-2012,SFS,6,Pelvic Exam,0
2011-2012,SFS,6,Ova/ Parasites,0
2011-2012,SFS,6,Total Cholesterol,11
2011-2012,SFS,7,Sickle Cell,0
2011-2012,SFS,7,Blood Lead,0
2011-2012,SFS,7,Lead Test,0
2011-2012,SFS,7,Lead Referral,0
2011-2012,SFS,7,""VDRL, RPR, ART"",0
2011-2012,SFS,7,Gonorrhea,0
2011-2012,SFS,7,Pap Smear,0
2011-2012,SFS,7,Chlamydia,0
2011-2012,SFS,7,Pelvic Exam,0
2011-2012,SFS,7,Ova/ Parasites,
2011-2012,SFS,7,Total Cholesterol,19
2011-2012,SFS,8,Sickle Cell,
2011-2012,SFS,8,Blood Lead,
2011-2012,SFS,8,Lead Test,0
2011-2012,SFS,8,Lead Referral,
2011-2012,SFS,8,""VDRL, RPR, ART"",0
2011-2012,SFS,8,Gonorrhea,0
2011-2012,SFS,8,Pap Smear,0
2011-2012,SFS,8,Chlamydia,0
2011-2012,SFS,8,Pelvic Exam,0
2011-2012,SFS,8,Ova/ Parasites,0
2011-2012,SFS,8,Total Cholesterol,37
2011-2012,SFS,9,Sickle Cell,0
2011-2012,SFS,9,Blood Lead,0
2011-2012,SFS,9,Lead Test,0
2011-2012,SFS,9,Lead Referral,0
2011-2012,SFS,9,""VDRL, RPR, ART"",0
2011-2012,SFS,9,Gonorrhea,0
2011-2012,SFS,9,Pap Smear,0
2011-2012,SFS,9,Chlamydia,0
2011-2012,SFS,9,Pelvic Exam,0
2011-2012,SFS,9,Ova/ Parasites,0
2011-2012,SFS,9,Total Cholesterol,39
2011-2012,SFS,10,Sickle Cell,0
2011-2012,SFS,10,Blood Lead,0
2011-2012,SFS,10,Lead Test,0
2011-2012,SFS,10,Lead Referral,0
2011-2012,SFS,10,""VDRL, RPR, ART"",0
2011-2012,SFS,10,Gonorrhea,
2011-2012,SFS,10,Pap Smear,0
2011-2012,SFS,10,Chlamydia,
2011-2012,SFS,10,Pelvic Exam,0
2011-2012,SFS,10,Ova/ Parasites,0
2011-2012,SFS,10,Total Cholesterol,52
2011-2012,SFS,11,Sickle Cell,0
2011-2012,SFS,11,Blood Lead,
2011-2012,SFS,11,Lead Test,
2011-2012,SFS,11,Lead Referral,
2011-2012,SFS,11,""VDRL, RPR, ART"",
2011-2012,SFS,11,Gonorrhea,
2011-2012,SFS,11,Pap Smear,0
2011-2012,SFS,11,Chlamydia,
2011-2012,SFS,11,Pelvic Exam,0
2011-2012,SFS,11,Ova/ Parasites,0
2011-2012,SFS,11,Total Cholesterol,118
2011-2012,SFS,12,Sickle Cell,
2011-2012,SFS,12,Blood Lead,
2011-2012,SFS,12,Lead Test,
2011-2012,SFS,12,Lead Referral,
2011-2012,SFS,12,""VDRL, RPR, ART"",
2011-2012,SFS,12,Gonorrhea,24
2011-2012,SFS,12,Pap Smear,0
2011-2012,SFS,12,Chlamydia,27
2011-2012,SFS,12,Pelvic Exam,0
2011-2012,SFS,12,Ova/ Parasites,0
2011-2012,SFS,12,Total Cholesterol,99
2011-2012,SFS,13,Sickle Cell,
2011-2012,SFS,13,Blood Lead,
2011-2012,SFS,13,Lead Test,
2011-2012,SFS,13,Lead Referral,
2011-2012,SFS,13,""VDRL, RPR, ART"",
2011-2012,SFS,13,Gonorrhea,49
2011-2012,SFS,13,Pap Smear,0
2011-2012,SFS,13,Chlamydia,54
2011-2012,SFS,13,Pelvic Exam,0
2011-2012,SFS,13,Ova/ Parasites,0
2011-2012,SFS,13,Total Cholesterol,106
2011-2012,SFS,14,Sickle Cell,
2011-2012,SFS,14,Blood Lead,
2011-2012,SFS,14,Lead Test,
2011-2012,SFS,14,Lead Referral,
2011-2012,SFS,14,""VDRL, RPR, ART"",
2011-2012,SFS,14,Gonorrhea,59
2011-2012,SFS,14,Pap Smear,0
2011-2012,SFS,14,Chlamydia,68
2011-2012,SFS,14,Pelvic Exam,
2011-2012,SFS,14,Ova/ Parasites,0
2011-2012,SFS,14,Total Cholesterol,122
2011-2012,SFS,15,Sickle Cell,
2011-2012,SFS,15,Blood Lead,
2011-2012,SFS,15,Lead Test,21
2011-2012,SFS,15,Lead Referral,
2011-2012,SFS,15,""VDRL, RPR, ART"",21
2011-2012,SFS,15,Gonorrhea,81
2011-2012,SFS,15,Pap Smear,0
2011-2012,SFS,15,Chlamydia,93
2011-2012,SFS,15,Pelvic Exam,
2011-2012,SFS,15,Ova/ Parasites,
2011-2012,SFS,15,Total Cholesterol,109
2011-2012,SFS,16,Sickle Cell,
2011-2012,SFS,16,Blood Lead,
2011-2012,SFS,16,Lead Test,40
2011-2012,SFS,16,Lead Referral,
2011-2012,SFS,16,""VDRL, RPR, ART"",40
2011-2012,SFS,16,Gonorrhea,98
2011-2012,SFS,16,Pap Smear,
2011-2012,SFS,16,Chlamydia,109
2011-2012,SFS,16,Pelvic Exam,
2011-2012,SFS,16,Ova/ Parasites,
2011-2012,SFS,16,Total Cholesterol,111
2011-2012,SFS,17,Sickle Cell,
2011-2012,SFS,17,Blood Lead,
2011-2012,SFS,17,Lead Test,55
2011-2012,SFS,17,Lead Referral,
2011-2012,SFS,17,""VDRL, RPR, ART"",55
2011-2012,SFS,17,Gonorrhea,112
2011-2012,SFS,17,Pap Smear,0
2011-2012,SFS,17,Chlamydia,128
2011-2012,SFS,17,Pelvic Exam,
2011-2012,SFS,17,Ova/ Parasites,
2011-2012,SFS,17,Total Cholesterol,94
2011-2012,SFS,18,Sickle Cell,0
2011-2012,SFS,18,Blood Lead,
2011-2012,SFS,18,Lead Test,56
2011-2012,SFS,18,Lead Referral,
2011-2012,SFS,18,""VDRL, RPR, ART"",56
2011-2012,SFS,18,Gonorrhea,81
2011-2012,SFS,18,Pap Smear,
2011-2012,SFS,18,Chlamydia,85
2011-2012,SFS,18,Pelvic Exam,
2011-2012,SFS,18,Ova/ Parasites,0
2011-2012,SFS,18,Total Cholesterol,24
2011-2012,SFS,19,Sickle Cell,0
2011-2012,SFS,19,Blood Lead,0
2011-2012,SFS,19,Lead Test,0
2011-2012,SFS,19,Lead Referral,0
2011-2012,SFS,19,""VDRL, RPR, ART"",0
2011-2012,SFS,19,Gonorrhea,0
2011-2012,SFS,19,Pap Smear,0
2011-2012,SFS,19,Chlamydia,0
2011-2012,SFS,19,Pelvic Exam,0
2011-2012,SFS,19,Ova/ Parasites,0
2011-2012,SFS,19,Total Cholesterol,0
2011-2012,SFS,20,Sickle Cell,0
2011-2012,SFS,20,Blood Lead,0
2011-2012,SFS,20,Lead Test,0
2011-2012,SFS,20,Lead Referral,0
2011-2012,SFS,20,""VDRL, RPR, ART"",0
2011-2012,SFS,20,Gonorrhea,0
2011-2012,SFS,20,Pap Smear,0
2011-2012,SFS,20,Chlamydia,
2011-2012,SFS,20,Pelvic Exam,0
2011-2012,SFS,20,Ova/ Parasites,0
2011-2012,SFS,20,Total Cholesterol,0
2011-2012,SFS,UNKNOWN,Sickle Cell,0
2011-2012,SFS,UNKNOWN,Blood Lead,0
2011-2012,SFS,UNKNOWN,Lead Test,0
2011-2012,SFS,UNKNOWN,Lead Referral,0
2011-2012,SFS,UNKNOWN,""VDRL, RPR, ART"",0
2011-2012,SFS,UNKNOWN,Gonorrhea,0
2011-2012,SFS,UNKNOWN,Pap Smear,0
2011-2012,SFS,UNKNOWN,Chlamydia,0
2011-2012,SFS,UNKNOWN,Pelvic Exam,0
2011-2012,SFS,UNKNOWN,Ova/ Parasites,0
2011-2012,SFS,UNKNOWN,Total Cholesterol,0
2012-2013,,0,Sickle Cell,
2012-2013,All,0,Blood Lead,2499
2012-2013,All,0,Lead Test,2743
2012-2013,All,0,Lead Referral,793
2012-2013,All,0,""VDRL, RPR, ART"",
2012-2013,All,0,Gonorrhea,13
2012-2013,All,0,Pap Smear,
2012-2013,All,0,Chlamydia,16
2012-2013,All,0,Pelvic Exam,
2012-2013,All,0,Ova/ Parasites,34
2012-2013,All,0,Total Cholesterol,433
2012-2013,All,1,Sickle Cell,206
2012-2013,All,1,Blood Lead,23136
2012-2013,All,1,Lead Test,39271
2012-2013,All,1,Lead Referral,6734
2012-2013,All,1,""VDRL, RPR, ART"",
2012-2013,All,1,Gonorrhea,
2012-2013,All,1,Pap Smear,
2012-2013,All,1,Chlamydia,30
2012-2013,All,1,Pelvic Exam,14
2012-2013,All,1,Ova/ Parasites,78
2012-2013,All,1,Total Cholesterol,599
2012-2013,All,2,Sickle Cell,61
2012-2013,All,2,Blood Lead,17481
2012-2013,All,2,Lead Test,30909
2012-2013,All,2,Lead Referral,5206
2012-2013,All,2,""VDRL, RPR, ART"",
2012-2013,All,2,Gonorrhea,
2012-2013,All,2,Pap Smear,
2012-2013,All,2,Chlamydia,23
2012-2013,All,2,Pelvic Exam,
2012-2013,All,2,Ova/ Parasites,53
2012-2013,All,2,Total Cholesterol,422
2012-2013,All,3,Sickle Cell,69
2012-2013,All,3,Blood Lead,5448
2012-2013,All,3,Lead Test,10124
2012-2013,All,3,Lead Referral,2195
2012-2013,All,3,""VDRL, RPR, ART"",
2012-2013,All,3,Gonorrhea,
2012-2013,All,3,Pap Smear,
2012-2013,All,3,Chlamydia,
2012-2013,All,3,Pelvic Exam,
2012-2013,All,3,Ova/ Parasites,30
2012-2013,All,3,Total Cholesterol,494
2012-2013,All,4,Sickle Cell,82
2012-2013,All,4,Blood Lead,5833
2012-2013,All,4,Lead Test,10916
2012-2013,All,4,Lead Referral,2172
2012-2013,All,4,""VDRL, RPR, ART"",
2012-2013,All,4,Gonorrhea,
2012-2013,All,4,Pap Smear,
2012-2013,All,4,Chlamydia,22
2012-2013,All,4,Pelvic Exam,11
2012-2013,All,4,Ova/ Parasites,41
2012-2013,All,4,Total Cholesterol,759
2012-2013,All,5,Sickle Cell,39
2012-2013,All,5,Blood Lead,3209
2012-2013,All,5,Lead Test,6171
2012-2013,All,5,Lead Referral,1270
2012-2013,All,5,""VDRL, RPR, ART"",
2012-2013,All,5,Gonorrhea,
2012-2013,All,5,Pap Smear,
2012-2013,All,5,Chlamydia,11
2012-2013,All,5,Pelvic Exam,
2012-2013,All,5,Ova/ Parasites,24
2012-2013,All,5,Total Cholesterol,693
2012-2013,All,6,Sickle Cell,36
2012-2013,All,6,Blood Lead,1177
2012-2013,All,6,Lead Test,1995
2012-2013,All,6,Lead Referral,348
2012-2013,All,6,""VDRL, RPR, ART"",
2012-2013,All,6,Gonorrhea,
2012-2013,All,6,Pap Smear,
2012-2013,All,6,Chlamydia,20
2012-2013,All,6,Pelvic Exam,
2012-2013,All,6,Ova/ Parasites,19
2012-2013,All,6,Total Cholesterol,718
2012-2013,All,7,Sickle Cell,30
2012-2013,All,7,Blood Lead,506
2012-2013,All,7,Lead Test,784
2012-2013,All,7,Lead Referral,116
2012-2013,All,7,""VDRL, RPR, ART"",
2012-2013,All,7,Gonorrhea,
2012-2013,All,7,Pap Smear,0
2012-2013,All,7,Chlamydia,
2012-2013,All,7,Pelvic Exam,
2012-2013,All,7,Ova/ Parasites,11
2012-2013,All,7,Total Cholesterol,767
2012-2013,All,8,Sickle Cell,21
2012-2013,All,8,Blood Lead,379
2012-2013,All,8,Lead Test,577
2012-2013,All,8,Lead Referral,53
2012-2013,All,8,""VDRL, RPR, ART"",
2012-2013,All,8,Gonorrhea,
2012-2013,All,8,Pap Smear,
2012-2013,All,8,Chlamydia,18
2012-2013,All,8,Pelvic Exam,
2012-2013,All,8,Ova/ Parasites,
2012-2013,All,8,Total Cholesterol,879
2012-2013,All,9,Sickle Cell,21
2012-2013,All,9,Blood Lead,362
2012-2013,All,9,Lead Test,506
2012-2013,All,9,Lead Referral,40
2012-2013,All,9,""VDRL, RPR, ART"",
2012-2013,All,9,Gonorrhea,
2012-2013,All,9,Pap Smear,
2012-2013,All,9,Chlamydia,21
2012-2013,All,9,Pelvic Exam,
2012-2013,All,9,Ova/ Parasites,
2012-2013,All,9,Total Cholesterol,1066
2012-2013,All,10,Sickle Cell,21
2012-2013,All,10,Blood Lead,297
2012-2013,All,10,Lead Test,434
2012-2013,All,10,Lead Referral,33
2012-2013,All,10,""VDRL, RPR, ART"",
2012-2013,All,10,Gonorrhea,18
2012-2013,All,10,Pap Smear,
2012-2013,All,10,Chlamydia,37
2012-2013,All,10,Pelvic Exam,
2012-2013,All,10,Ova/ Parasites,
2012-2013,All,10,Total Cholesterol,1175
2012-2013,All,11,Sickle Cell,
2012-2013,All,11,Blood Lead,297
2012-2013,All,11,Lead Test,514
2012-2013,All,11,Lead Referral,62
2012-2013,All,11,""VDRL, RPR, ART"",44
2012-2013,All,11,Gonorrhea,69
2012-2013,All,11,Pap Smear,66
2012-2013,All,11,Chlamydia,233
2012-2013,All,11,Pelvic Exam,71
2012-2013,All,11,Ova/ Parasites,
2012-2013,All,11,Total Cholesterol,1740
2012-2013,All,12,Sickle Cell,25
2012-2013,All,12,Blood Lead,273
2012-2013,All,12,Lead Test,543
2012-2013,All,12,Lead Referral,53
2012-2013,All,12,""VDRL, RPR, ART"",59
2012-2013,All,12,Gonorrhea,408
2012-2013,All,12,Pap Smear,44
2012-2013,All,12,Chlamydia,670
2012-2013,All,12,Pelvic Exam,50
2012-2013,All,12,Ova/ Parasites,14
2012-2013,All,12,Total Cholesterol,1642
2012-2013,All,13,Sickle Cell,
2012-2013,All,13,Blood Lead,245
2012-2013,All,13,Lead Test,452
2012-2013,All,13,Lead Referral,28
2012-2013,All,13,""VDRL, RPR, ART"",80
2012-2013,All,13,Gonorrhea,508
2012-2013,All,13,Pap Smear,43
2012-2013,All,13,Chlamydia,759
2012-2013,All,13,Pelvic Exam,44
2012-2013,All,13,Ova/ Parasites,
2012-2013,All,13,Total Cholesterol,1411
2012-2013,All,14,Sickle Cell,
2012-2013,All,14,Blood Lead,182
2012-2013,All,14,Lead Test,392
2012-2013,All,14,Lead Referral,35
2012-2013,All,14,""VDRL, RPR, ART"",162
2012-2013,All,14,Gonorrhea,699
2012-2013,All,14,Pap Smear,55
2012-2013,All,14,Chlamydia,903
2012-2013,All,14,Pelvic Exam,61
2012-2013,All,14,Ova/ Parasites,
2012-2013,All,14,Total Cholesterol,1573
2012-2013,All,15,Sickle Cell,
2012-2013,All,15,Blood Lead,170
2012-2013,All,15,Lead Test,428
2012-2013,All,15,Lead Referral,33
2012-2013,All,15,""VDRL, RPR, ART"",247
2012-2013,All,15,Gonorrhea,3314
2012-2013,All,15,Pap Smear,64
2012-2013,All,15,Chlamydia,3846
2012-2013,All,15,Pelvic Exam,71
2012-2013,All,15,Ova/ Parasites,
2012-2013,All,15,Total Cholesterol,1499
2012-2013,All,16,Sickle Cell,23
2012-2013,All,16,Blood Lead,185
2012-2013,All,16,Lead Test,405
2012-2013,All,16,Lead Referral,28
2012-2013,All,16,""VDRL, RPR, ART"",414
2012-2013,All,16,Gonorrhea,4996
2012-2013,All,16,Pap Smear,75
2012-2013,All,16,Chlamydia,5317
2012-2013,All,16,Pelvic Exam,80
2012-2013,All,16,Ova/ Parasites,11
2012-2013,All,16,Total Cholesterol,1528
2012-2013,All,17,Sickle Cell,
2012-2013,All,17,Blood Lead,172
2012-2013,All,17,Lead Test,368
2012-2013,All,17,Lead Referral,30
2012-2013,All,17,""VDRL, RPR, ART"",707
2012-2013,All,17,Gonorrhea,4283
2012-2013,All,17,Pap Smear,66
2012-2013,All,17,Chlamydia,4562
2012-2013,All,17,Pelvic Exam,70
2012-2013,All,17,Ova/ Parasites,
2012-2013,All,17,Total Cholesterol,1302
2012-2013,All,18,Sickle Cell,12
2012-2013,All,18,Blood Lead,92
2012-2013,All,18,Lead Test,212
2012-2013,All,18,Lead Referral,
2012-2013,All,18,""VDRL, RPR, ART"",1068
2012-2013,All,18,Gonorrhea,1753
2012-2013,All,18,Pap Smear,34
2012-2013,All,18,Chlamydia,1939
2012-2013,All,18,Pelvic Exam,32
2012-2013,All,18,Ova/ Parasites,
2012-2013,All,18,Total Cholesterol,811
2012-2013,All,19,Sickle Cell,0
2012-2013,All,19,Blood Lead,35
2012-2013,All,19,Lead Test,77
2012-2013,All,19,Lead Referral,
2012-2013,All,19,""VDRL, RPR, ART"",61
2012-2013,All,19,Gonorrhea,216
2012-2013,All,19,Pap Smear,26
2012-2013,All,19,Chlamydia,317
2012-2013,All,19,Pelvic Exam,
2012-2013,All,19,Ova/ Parasites,0
2012-2013,All,19,Total Cholesterol,150
2012-2013,All,20,Sickle Cell,
2012-2013,All,20,Blood Lead,78
2012-2013,All,20,Lead Test,89
2012-2013,All,20,Lead Referral,
2012-2013,All,20,""VDRL, RPR, ART"",57
2012-2013,All,20,Gonorrhea,148
2012-2013,All,20,Pap Smear,29
2012-2013,All,20,Chlamydia,229
2012-2013,All,20,Pelvic Exam,17
2012-2013,All,20,Ova/ Parasites,
2012-2013,All,20,Total Cholesterol,
2012-2013,All,UNKNOWN,Sickle Cell,
2012-2013,All,UNKNOWN,Blood Lead,246
2012-2013,All,UNKNOWN,Lead Test,1031
2012-2013,All,UNKNOWN,Lead Referral,1615
2012-2013,All,UNKNOWN,""VDRL, RPR, ART"",25
2012-2013,All,UNKNOWN,Gonorrhea,53
2012-2013,All,UNKNOWN,Pap Smear,
2012-2013,All,UNKNOWN,Chlamydia,56
2012-2013,All,UNKNOWN,Pelvic Exam,
2012-2013,All,UNKNOWN,Ova/ Parasites,
2012-2013,All,UNKNOWN,Total Cholesterol,
2013-2014,All,0,Sickle Cell,12
2013-2014,All,0,Blood Lead,2067
2013-2014,All,0,Lead Test,2522
2013-2014,All,0,Lead Referral,746
2013-2014,All,0,""VDRL, RPR, ART"",16
2013-2014,All,0,Gonorrhea,
2013-2014,All,0,Pap Smear,
2013-2014,All,0,Chlamydia,14
2013-2014,All,0,Pelvic Exam,
2013-2014,All,0,Ova/ Parasites,70
2013-2014,All,0,Total Cholesterol,434
2013-2014,All,1,Sickle Cell,316
2013-2014,All,1,Blood Lead,20543
2013-2014,All,1,Lead Test,32300
2013-2014,All,1,Lead Referral,6672
2013-2014,All,1,""VDRL, RPR, ART"",11
2013-2014,All,1,Gonorrhea,
2013-2014,All,1,Pap Smear,
2013-2014,All,1,Chlamydia,36
2013-2014,All,1,Pelvic Exam,
2013-2014,All,1,Ova/ Parasites,65
